Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Learning Rate,Sparsity
1,3.201336753936041,1.7707120240680756,0.9946428571428572,0.9861111111111112,0.0001,16.64756226021697
2,3.012766544402592,1.7599141843735226,0.9932539682539683,0.9952380952380953,0.0001,20.49469794950166
3,2.9697040588136705,1.7559422553531707,0.9978174603174603,0.9988095238095238,0.0001,33.96571048274142
4,2.95700378115215,1.7747645139694215,0.9953373015873016,0.9809523809523809,0.0001,21.809168411422007
5,2.659316117422921,1.7595702636809576,0.9900793650793651,0.9968253968253968,0.0001,29.640073526213378
6,2.690427035377139,1.7626527638662428,0.9958333333333333,0.9940476190476191,0.0001,34.69916019753917
7,2.72319377944583,1.7577308756964547,0.9970238095238095,0.998015873015873,5.1000000000000006e-05,33.95676166400362
8,2.7655549775986445,1.7554381957129828,0.9996031746031746,1.0,5.1000000000000006e-05,77.67611365896944
9,2.8410012275453598,1.75601380666097,0.9989087301587302,0.9996031746031746,5.1000000000000006e-05,65.33575152315692
10,2.91110267790537,1.7569524780152337,0.9990079365079365,0.9984126984126984,5.1000000000000006e-05,44.11626722160519
11,2.9859602080451118,1.7598939044134958,0.9978174603174603,0.9968253968253968,5.1000000000000006e-05,40.60106247625731
12,3.0442555737873866,1.7603411992390952,0.9985119047619048,0.9964285714285714,2.6010000000000003e-05,32.25495460977894
13,3.1340075205242823,1.7627825509934199,0.9992063492063492,0.9940476190476191,2.6010000000000003e-05,59.461601910144616
14,3.2605747404552643,1.7612041424191187,0.997718253968254,0.9964285714285714,2.6010000000000003e-05,47.73487500108745
15,3.390239860141088,1.7588080553781418,0.9992063492063492,0.9984126984126984,2.6010000000000003e-05,73.61616373248116
16,3.5286548553951205,1.7623931101390293,0.9988095238095238,0.9956349206349207,1.3265100000000001e-05,48.84170115095855
17,3.6958684769887773,1.7637156475157965,0.9992063492063492,0.9948412698412699,1.3265100000000001e-05,71.61834787859983
18,3.911137561192588,1.7621194230185615,0.9993055555555556,0.9964285714285714,1.3265100000000001e-05,77.0675078948971
19,4.145850348094153,1.762630283643329,0.9990079365079365,0.9964285714285714,1.3265100000000001e-05,74.35358264485578
20,4.400163370465475,1.7693576827881827,0.9989087301587302,0.9936507936507937,1e-05,68.25635144109057
21,4.69028264303056,1.7667092111375597,0.9990079365079365,0.9948412698412699,1e-05,82.50091345916837
22,5.0256346445235,1.7674792588703216,0.9993055555555556,0.9952380952380953,1e-05,72.64863104369235
23,5.396626302931044,1.7704659836632866,0.9988095238095238,0.9932539682539683,1e-05,84.19762761604557
24,5.8091424154856846,1.7687339990858049,0.9978174603174603,0.9948412698412699,1e-05,83.34448122043945
25,6.2643339066278365,1.7721023729869299,0.9982142857142857,0.9948412698412699,1e-05,85.40063431039633
26,6.773618679954892,1.7744690588542393,0.9972222222222222,0.9940476190476191,1e-05,83.83740481175491
27,7.3381742265489365,1.777267801193964,0.9968253968253968,0.9928571428571429,1e-05,87.1126362214109
28,6.279980362786187,1.779649751526969,0.9959325396825397,0.9912698412698413,1e-05,85.27528288235516
29,5.455379116724408,1.7788684829833015,0.9939484126984127,0.9916666666666667,1e-05,85.19149928373201
30,4.985107971373059,1.776450511008974,0.9956349206349207,0.9932539682539683,1e-05,85.43725423598565
31,5.241308832925464,1.7803118353798275,0.9958333333333333,0.9896825396825397,1e-05,85.6177756979263
32,4.823943640693786,1.7755697405527509,0.9952380952380953,0.9928571428571429,1e-05,88.71239049364493
33,4.485289982386997,1.7748861657248602,0.9953373015873016,0.9936507936507937,1e-05,87.31033035323321
34,4.644634434533498,1.7757938248770577,0.9963293650793651,0.9916666666666667,1e-05,89.33778378856465
35,4.3984234507121736,1.7742852195860848,0.995436507936508,0.9916666666666667,1e-05,88.61998431170127
36,4.198074358985537,1.77739231018793,0.995734126984127,0.9896825396825397,1e-05,85.42474854499004
37,4.067965256221711,1.7721882895817833,0.9965277777777778,0.9936507936507937,1e-05,87.80034501207797
38,4.131282225109282,1.771157802097381,0.9965277777777778,0.9936507936507937,1e-05,89.81634395942501
39,4.204277975597079,1.7722907932977827,0.9967261904761905,0.9932539682539683,1e-05,87.29198414205885
40,4.2848943301609586,1.7718220056049407,0.9971230158730159,0.9924603174603175,1e-05,89.87431418065613
41,4.163789668915764,1.7735715139479864,0.9970238095238095,0.9912698412698413,1e-05,86.25113004323707
42,4.065555401453897,1.77368437903268,0.9972222222222222,0.9912698412698413,1e-05,85.65638022230407
43,3.9958309158446297,1.7708431232543218,0.9979166666666667,0.9924603174603175,1e-05,87.08956412773348
44,3.959027213898916,1.7697624891523331,0.998015873015873,0.9936507936507937,1e-05,85.47719541936476
45,3.9720328270442904,1.770033463977632,0.9976190476190476,0.9932539682539683,1e-05,87.08903852622788
46,3.987522726210337,1.769755528843592,0.9981150793650794,0.9924603174603175,1e-05,86.84546300780354
47,3.9655946776980446,1.7691993755007547,0.9978174603174603,0.9932539682539683,1e-05,87.87142355361716
48,3.980021528213743,1.7716541180534968,0.998015873015873,0.9896825396825397,1e-05,81.8320628880389
49,3.959988359421019,1.7686466879314846,0.9981150793650794,0.9936507936507937,1e-05,86.3592363046372
50,3.973402005150205,1.768613450867789,0.9982142857142857,0.9936507936507937,1e-05,85.75930749645491
