Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Learning Rate,Sparsity
1,23.40540546235584,1.7630950416837419,0.9998015873015873,0.9996031746031746,0.0001,7.249309581001971
2,19.488247383965387,1.7626720152203998,0.9973214285714286,0.9984126984126984,0.0001,7.704015217985415
3,16.979732537648033,1.7681694397850642,0.9961309523809524,0.9984126984126984,0.0001,11.103384851056484
4,15.334085334293427,1.775127771544078,0.9943452380952381,0.9932539682539683,0.0001,10.302975274369633
5,11.883489614819723,1.7660276666520134,0.9889880952380953,0.9932539682539683,0.0001,13.918370539246006
6,9.775902757190522,1.7593930168757363,0.9873015873015873,0.9996031746031746,0.0001,20.361786746831985
7,9.926094472975958,1.761414501023671,0.9938492063492064,0.9968253968253968,0.0001,20.385474950735727
8,10.158817911904956,1.7680897300205534,0.9886904761904762,0.9900793650793651,0.0001,20.98186031960646
9,8.643924295334589,1.7778580998617506,0.9897817460317461,0.9797619047619047,0.0001,25.022564475065806
10,7.564250773475283,1.7745216880525863,0.9868055555555556,0.9888888888888889,5.1000000000000006e-05,30.82024114321879
11,6.715455660744319,1.75861839226314,0.9971230158730159,0.9976190476190476,5.1000000000000006e-05,56.407996274614156
12,7.240295228503999,1.7569395500516134,0.9968253968253968,0.9988095238095238,5.1000000000000006e-05,48.8952846539994
13,7.815906857687329,1.7615393649964106,0.9966269841269841,0.9956349206349207,5.1000000000000006e-05,51.991607094055205
14,8.40473080286904,1.7595965234060136,0.9973214285714286,0.9972222222222222,5.1000000000000006e-05,53.23997993469787
15,9.039704041253954,1.759410946331327,0.9958333333333333,0.9988095238095238,5.1000000000000006e-05,51.8816614645513
16,9.683545097472175,1.7608663555175539,0.9950396825396826,0.9968253968253968,2.6010000000000003e-05,51.568680508608665
17,10.461053630283901,1.7611581666128977,0.9972222222222222,0.9968253968253968,2.6010000000000003e-05,67.53475468549976
18,11.43834127395872,1.7618604584345743,0.9967261904761905,0.996031746031746,2.6010000000000003e-05,69.41308991269077
19,12.506540410480802,1.7665558417638143,0.9956349206349207,0.9928571428571429,2.6010000000000003e-05,68.6098485393323
20,11.216067235431973,1.7647072398473347,0.9967261904761905,0.9944444444444445,1.3265100000000001e-05,71.98606935834184
21,10.166441281636557,1.7624382772142926,0.9968253968253968,0.9968253968253968,1.3265100000000001e-05,79.45037074061821
22,11.27725928775848,1.7639663045368497,0.9949404761904762,0.9940476190476191,1.3265100000000001e-05,76.80960797146268
23,10.300496640281072,1.7632985448080396,0.9962301587301587,0.9956349206349207,1.3265100000000001e-05,78.76395221725184
24,11.429852146572538,1.7634309825443086,0.9968253968253968,0.9964285714285714,1e-05,82.2265653093221
25,12.715344035436237,1.7646309564984033,0.9972222222222222,0.9944444444444445,1e-05,85.64872416322655
26,11.61283358316573,1.7645370014130124,0.9972222222222222,0.9952380952380953,1e-05,85.11077269392862
27,10.637280070592487,1.7641845370095874,0.9972222222222222,0.9948412698412699,1e-05,84.19929375889993
28,9.771666914319235,1.7651024364289782,0.9967261904761905,0.9928571428571429,1e-05,82.06501805158005
29,9.000236977471246,1.7647422408300732,0.9967261904761905,0.9928571428571429,1e-05,82.48079772161731
30,8.311784505087232,1.7645626870412676,0.9961309523809524,0.9928571428571429,1e-05,83.27666743379889
31,7.694709526546418,1.7642692777845594,0.9968253968253968,0.9932539682539683,1e-05,84.46395437481121
32,7.143539978208996,1.7638686380689106,0.9978174603174603,0.9940476190476191,1e-05,82.37220056671892
33,6.652980323064895,1.7632601514695183,0.9968253968253968,0.9948412698412699,1e-05,82.83400816995814
34,6.209973273201594,1.7636071360300458,0.9973214285714286,0.9952380952380953,1e-05,81.14899925204608
35,5.81210980036902,1.7622150981237017,0.9972222222222222,0.996031746031746,1e-05,83.20609726277635
36,6.352642802586631,1.7639739396080139,0.9981150793650794,0.9924603174603175,1e-05,81.71706665420076
37,5.9423052651541575,1.7641631917347984,0.997718253968254,0.9924603174603175,1e-05,82.22481229233492
38,5.574233976999919,1.7635015302234225,0.9974206349206349,0.9928571428571429,1e-05,80.75074975188066
39,5.255938570840018,1.7622007445683554,0.998015873015873,0.9948412698412699,1e-05,81.55533959984466
40,4.971006307147798,1.765661907574487,0.9983134920634921,0.9912698412698413,1e-05,80.44469096557974
41,4.716451478382898,1.7623293706348964,0.9985119047619048,0.9948412698412699,1e-05,83.63023747536786
42,4.4887755333431185,1.761311616216387,0.9983134920634921,0.996031746031746,1e-05,80.83408548250219
43,4.806651678539458,1.7621361005873908,0.9978174603174603,0.9956349206349207,1e-05,81.65454238165786
44,5.164582721770755,1.7616741986501785,0.9989087301587302,0.996031746031746,1e-05,82.90592681558621
45,5.576197398654998,1.7616384229962787,0.9979166666666667,0.9952380952380953,1e-05,82.94372905369445
46,5.26351713907151,1.762076108796256,0.9982142857142857,0.9952380952380953,1e-05,82.51567826474691
47,4.983103764246381,1.763046191609095,0.9978174603174603,0.9940476190476191,1e-05,83.11898580325935
48,4.729877550639803,1.7626560555564033,0.9982142857142857,0.9940476190476191,1e-05,81.4444949872704
49,4.505095515175471,1.7625263770421347,0.9978174603174603,0.9936507936507937,1e-05,80.54641089998992
50,4.298336675431993,1.7613663139797393,0.9983134920634921,0.9952380952380953,1e-05,86.25243624412066
